C:\Users\user\fairseq\samples\balbc_mated
00_000-105-108.wav	750001
00_000-318-321.wav	750001
00_000-323-326.wav	750001
00_000-37-44.wav	1750001
00_000-455-460.wav	1250001
00_000-465-470.wav	1250001
00_000-569-573.wav	1000001
01_000-134-137.wav	750001
01_000-138-142.wav	1000001
01_000-195-203.wav	2000001
01_000-216-222.wav	1500001
01_000-90-95.wav	1250001
02_000-185-187.wav	500001
02_000-188-192.wav	1000001
02_000-36-38.wav	500001
02_000-400-407.wav	1750001
02_000-465-470.wav	1250001
03_000-585.5-588.wav	625001
03_000-588.5-591.wav	625001
04_000-301-304.wav	750001
04_000-308-312.wav	1000001
04_000-321-324.wav	750001
04_000-346-349.wav	750001
05_000-193-197.wav	1000001
05_000-349-353.wav	1000001
05_000-426-430.wav	1000001
18_000_540-550.wav	2500000
20_000-183-186.wav	750001
20_000-76-79.wav	750001
21_000-140-145.wav	1250001
21_000-147-149.wav	500001
21_000-211-214.wav	750001
22_000-287-291.wav	1000001
22_000-407-412.wav	1250001
22_000-533-537.wav	1000001
22_000-85-90.wav	1250001
23_000-181-184.wav	750001
23_000-195-200-1-3.wav	500001
23_000-195-200.wav	1250001
23_000-223-227.wav	1000001
23_000-330-335.wav	1250001
23_000-346-351.wav	1250001
23_000-494-497.wav	750001
